last_price,volume,ticker,amount,vol_per_trade,exchange_percent,pe_ratio,liquid_asset,total_asset,pb_ratio
6.320000172,22449,000957,1410.957642,18,0.941376269,28.72727394,15.07187366,15.07351017,2.315018415
3.150000095,14794,000958,462.1596069,34,0.752109826,-8.75,6.196349621,9.433777809,-1.275303721
2.839999914,33302,000959,940.3693237,27,0.276101649,-12.05432892,34.25466156,84.24933624,1.16393435
20.55999947,86645,000960,17761.03125,10,0.95579797,120.7990494,186.3805695,186.3805695,3.58813262
9.579999924,42965,000961,4110.944824,9,1.360556006,11.97499943,30.25316048,111.8789978,1.897029638
14.52000046,53625,000962,7778.295898,9,1.21645534,61.89258575,64.0085907,64.00889587,2.67551136
35.40000153,4265,000963,1502.481445,6,0.152354077,30.27711487,99.09925842,153.6572113,8.619850159
4.559999943,15018,000965,677.1380005,22,0.216919675,20.72727203,31.5705719,31.5705719,1.333333254
3.720000029,12057,000966,445.9161072,16,0.217580393,-9.667360306,20.61408234,20.61408234,1.738317728
6.03000021,14281,000967,860.8682251,16,0.697314441,21.08391571,12.34968758,12.37230015,1.82175231
13.64999962,37549,000968,5123.532227,7,0.730894983,-70.21604919,70.12646484,70.12646484,2.26293087
12.75,43104,000969,5510.225586,8,0.500795841,59.69101334,109.7409592,110.0065308,3.303108931
31,121393,000970,37526.76953,7,2.391509056,17.22222328,157.3560028,165.1060028,5.149501801
3.410000086,8102,000971,275.0964966,24,0.446711153,-20.05882454,6.18493557,8.289710045,378.888916
3.390000105,63168,000972,2131.729248,36,1.459384561,-4.306402683,14.67356777,16.34160805,169.5000153
4.53000021,171129,000973,7625.600098,27,2.215635061,103.899086,34.98880386,41.62310028,2.28787899
10.88000011,131968,000975,14232.95508,18,2.11853838,397.0802917,67.77430725,67.77430725,7.253333569
4.400000095,147089,000976,6422.666992,31,2.507569313,-23.13354492,25.80975723,25.81227875,5.569620132
13.76000023,13362,000977,1820.841553,11,0.621488392,62.26244354,29.58399963,29.58399963,2.651252508
6.820000172,40979,000978,2765.092529,18,1.137989402,113.6666718,24.55882072,24.55882072,1.709273219
6.570000172,67376,000979,4403.129883,27,2.276293039,7.821429253,19.4467144,66.49448395,2.831896782
4.179999828,10812,000980,449.4065857,21,0.341072559,32.65624619,13.25059986,13.25059986,1.091383815
9,12945,000981,1149.845337,19,1.567950606,21.4285717,7.430715084,77.31047058,2.419354916
7.539999962,48431,000982,3632.369141,24,0.673728883,15.70833397,54.20138168,54.20138168,4.488095284
13.51000023,187190,000983,25226.98242,13,0.594033301,12.8519783,425.723175,425.7271423,2.718310118
10.75,1250,000985,133.9084015,7,0.096428297,-56.57894897,13.93624592,13.93624592,3.002793312
12.11999989,27096,000987,3260.092041,15,0.755668342,11.43396282,43.45965195,43.50572205,2.458417892
5.989999771,82272,000988,4884.89502,24,0.923253,21.3928566,53.37788391,53.37788391,1.029209495
15.78999996,16964,000989,2631.490479,12,0.570026875,43.86111069,46.99185944,46.99185944,3.381156206
6.980000019,15236,000990,1056.765747,24,0.512962103,94.32432556,20.73226738,20.73286247,1.299813867
9.960000038,18721,000993,1858.269775,23,0.501903474,49.79999924,37.1507988,37.1507988,2.405797243
0,0,000995,0,,0,0,0,0,0
13.85000038,70271,000996,9735.208008,16,3.055260897,118.9862518,31.85500145,31.85500145,6.295454502
9.010000229,44068,000997,3952.80835,13,0.866286635,50.05555344,45.83443069,45.97502136,3.25270772
19.87999916,66520,000998,13134.1084,9,1.59980762,52.87234116,82.66103363,82.66103363,7.327681065
23.56999969,23036,000999,5401.839355,6,0.648463011,22.23584938,83.73088837,230.7267303,4.78093338
5.949999809,37700,001696,2234.925293,26,0.491679281,21.23483086,45.62246704,70.59649658,2.575757504
4.110000134,18462,001896,757.5969238,19,0.42935881,-14.6785717,17.67269325,25.61955833,5.202531815
18.73999977,24039,002001,4481.716309,6,0.337602705,12.83561611,133.4385986,136.0422821,2.375158548
8.729999542,12978,002002,1129.746948,20,0.951466262,-70.06420135,11.90837383,14.5698452,17.13108253
9.760000229,21175,002003,2037.842773,14,0.947936237,15.25000095,21.8020153,25.27722931,1.615894079
15.97000027,33712,002004,5337.505371,14,1.081171274,11.57246399,49.79695129,80.24589539,2.104084253
6.909999847,118087,002005,8085.012695,26,1.831658125,31.40909004,44.54921722,80.59823608,1.882833719
9.670000076,134224,002006,12625.13086,13,3.189885378,-241.75,40.68955231,44.01397324,3.635338306
25.97999954,46733,002007,12141.58203,7,0.811167836,42.8571434,149.676239,149.697998,5.891156673
7.820000172,469563,002008,36164.96484,28,4.963773251,24.49874687,73.97570038,81.67181396,2.907063246
9.210000038,194852,002009,18009.68945,22,11.46795368,30.69999886,15.6489048,20.35509491,3.611764669
8.359999657,14181,002010,1180.103027,16,0.343507022,27.86666489,34.51283646,40.79512787,2.645569324
10.56000042,265211,002011,27302.23633,16,3.538741827,22.00917244,79.14217377,88.4861908,2.917127371
9.989999771,34902,002012,3449.351563,14,1.791867733,24.97499847,19.45944023,23.35788727,2.16233778
11.75,46072,002013,5365.888672,12,2.201347351,80.47945404,24.59168053,33.17711258,6.317204475
9.43999958,19070,002014,1790.947388,15,0.694565833,10.72727203,25.91937828,30.75159073,2
6.989999771,19161,002015,1331.597046,18,1.006936789,43.6875,13.30172539,16.77197266,2.219047546
10.19999981,10452,002016,1061.987061,18,0.226483777,127.5,47.07258224,47.0726738,4.903846264
11.15999985,32204,002017,3556.794922,11,1.48426044,67.80072784,24.21439934,24.37552643,3.683168411
7.369999886,47308,002018,3464.395996,23,1.742981315,-184.25,20.00391197,21.65727615,3.560386419
6.440000057,47425,002019,3042.943115,20,2.340126276,24.7692318,13.05150986,14.19504833,2.849557638
11.80000019,11889,002020,1393.909668,12,1.544828534,43.22344208,9.081457138,14.90710545,1.902857542
4.53000021,199442,002021,8979.233398,25,3.512477875,113.2500076,25.7220211,25.7220211,2.72891593
11.22000027,39739,002022,4455.326172,15,0.908423841,23.71090508,49.08271027,55.23353577,6.148956299
8.680000305,15247,002023,1318.302368,11,0.532162905,39.45454788,24.86986732,25.62121773,2.552941084
7.010000229,877752,002024,61072.16016,33,1.614369392,13.98085403,381.1425781,517.5513306,2.130699158
13.06999969,21287,002025,2772.221924,12,0.645432234,27.22916603,43.10650635,43.13100052,3.011520624
8.130000114,5872,002026,474.7503967,10,0.457570314,24.03903008,10.43357849,14.26815033,2.252077579
3.950000048,16610,002027,651.0469971,20,0.853195012,-65.61462402,7.690239429,11.9422369,2.006094456
13.40999985,15092,002028,2017.930054,16,0.453908384,39.44117737,44.58691025,58.96108627,2.201970339
21.92000008,21868,002029,4750.444824,8,0.514154077,18.89655304,93.23200989,110.4285736,2.806658268
7.239999771,51656,002030,3718.547607,15,1.296228409,40.22221756,28.85243416,30.12180901,5.569231033
5.920000076,25955,002031,1523.975098,19,0.744613707,28.13688278,20.20011711,24.42684364,1.891373754
10.85000038,8371,002032,903.9829102,12,0.243413776,15.50000095,37.31404114,68.89502716,2.449210167
21.70000076,16132,002033,3473.125977,9,1.27515614,27.125,27.45481873,35.54564285,4.410569191
9.100000381,5825,002034,527.5427246,9,0.984118938,151.6666718,5.386445045,7.381920338,1.555555701
7.420000076,31693,002035,2333.357666,16,1.361149311,14.49218655,17.27732086,18.2259903,3.254385948
12.07999992,19580,002036,2344.890381,16,1.005959749,151,23.51284981,24.43166733,7.277108669
25.54000092,8503,002037,2164.413086,10,0.491417676,27.1702137,44.19186401,52.25614548,3.552155972
36.29999924,18682,002038,6805.28418,5,0.598801255,30.98856163,113.2530594,138.1940918,7.438524246
15.18999958,18014,002039,2728.083252,16,1.061332703,-60.66293716,25.78327751,30.9267025,1.987257361
5.210000038,6898,002040,358.0126038,19,0.280554771,28.88026619,12.80993176,12.80993176,2.161825657
19.87000084,26184,002041,5176.28418,7,0.797296047,50.61131287,65.25689697,69.9424057,6.003021717
4.309999943,31112,002042,1333.111084,23,0.373497874,35.91666794,35.90197754,35.90197754,1.203910589
3.720000029,79280,002043,2924.961914,27,1.826433539,93,16.14745331,17.48473358,2.369426727
9.479999542,17031,002044,1617.411499,18,0.783394635,110.2325516,20.60970879,21.25889969,5.815950871
3.579999924,72578,002045,2575.183594,41,2.137098551,-5.42424202,12.158288,14.92516327,1.205387115
8.149999619,14912,002046,1210.865356,14,0.904415309,33.95833206,13.43774414,22.70624924,2.32857132
2.839999914,63693,002047,1786.906006,31,1.40398097,-47.33333206,12.88407993,12.88407993,1.893333316
6.409999847,22940,002048,1465.57959,19,0.499097109,13.35416698,29.46283913,33.976017,1.310838461
